average_query_time average_recall
3.1260679999999974 0.412
5.0268809999999995 0.596
7.494576999999996 0.797
10.660780000000006 0.908
15.116270999999989 0.982
24.142062999999986 0.995
31.567123999999996 0.996
42.49359300000002 0.997
43.192298999999956 0.998
50.616607000000016 0.998
66.98662100000003 0.998
89.75847700000003 0.998
