average_query_time average_recall
4.237773999999998 0.612
12.132350999999998 0.794
15.612228000000012 0.89
20.223202 0.946
31.166608999999998 0.988
42.84959 0.996
52.98757600000005 0.999
52.98757600000005 0.999

